SYMBOL HCC1143_BREAST power
A1BG 0.029 1.02030465924846
NAT2 -0.7322 0.601985231957674
ADA 0.0624 1.04420140139318
CDH2 -0.1161 0.922678535234703
AKT3 -1.1966 0.436302304802087
GAGE12F -1.2158 0.43053427475635
LOC100009676 0.3009 1.23191268080617
MED6 0.1335 1.09695169720435
NR2E3 0.4563 1.3720185621685
NAALAD2 -0.7075 0.612380394298719
SNORD116-1 0.1109 1.07990170415646
SNORD116-2 0.1109 1.07990170415646
SNORD116-3 0.1109 1.07990170415646
SNORD116-4 0.1109 1.07990170415646
SNORD116-5 0.1109 1.07990170415646
SNORD116-6 0.1109 1.07990170415646
SNORD116-7 0.1109 1.07990170415646
SNORD116-8 0.1109 1.07990170415646
SNORD116-9 0.1109 1.07990170415646
SNORD116-10 0.1109 1.07990170415646
SNORD116-11 0.1109 1.07990170415646
SNORD116-12 0.1109 1.07990170415646
SNORD116-13 0.1109 1.07990170415646
SNORD116-14 0.1109 1.07990170415646
SNORD116-15 0.1109 1.07990170415646
SNORD116-16 0.1109 1.07990170415646
SNORD116-17 0.1109 1.07990170415646
SNORD116-18 0.1109 1.07990170415646
SNORD116-20 0.1109 1.07990170415646
SNORD116-21 0.1109 1.07990170415646
SNORD116-22 0.1109 1.07990170415646
SNORD116-23 0.1109 1.07990170415646
SNORD116-24 0.1109 1.07990170415646
SNORD116-25 0.1109 1.07990170415646
SNORD115-2 0.1109 1.07990170415646
SNORD116-26 0.1109 1.07990170415646
SNORD116-27 0.1109 1.07990170415646
SNORD115-3 0.1109 1.07990170415646
SNORD115-4 0.1109 1.07990170415646
SNORD115-5 0.1109 1.07990170415646
SNORD115-6 0.1109 1.07990170415646
SNORD115-7 0.1109 1.07990170415646
SNORD115-8 0.1109 1.07990170415646
SNORD115-9 0.1109 1.07990170415646
SNORD115-10 0.1109 1.07990170415646
SNORD115-11 0.1109 1.07990170415646
SNORD115-12 0.1109 1.07990170415646
SNORD115-13 0.1109 1.07990170415646
SNORD115-14 0.1109 1.07990170415646
SNORD115-15 0.1109 1.07990170415646
SNORD115-16 0.1109 1.07990170415646
SNORD115-17 0.1109 1.07990170415646
SNORD115-18 0.1109 1.07990170415646
SNORD115-19 0.1109 1.07990170415646
SNORD115-20 0.1109 1.07990170415646
SNORD115-21 0.1109 1.07990170415646
SNORD115-22 0.1109 1.07990170415646
SNORD115-23 0.1109 1.07990170415646
SNORD115-25 0.1109 1.07990170415646
SNORD115-26 0.1109 1.07990170415646
SNORD115-29 0.1109 1.07990170415646
SNORD115-30 0.1109 1.07990170415646
SNORD115-31 0.1109 1.07990170415646
SNORD115-32 0.1109 1.07990170415646
SNORD115-33 0.1109 1.07990170415646
SNORD115-34 0.1109 1.07990170415646
SNORD115-35 0.1109 1.07990170415646
SNORD115-36 0.1109 1.07990170415646
SNORD115-37 0.1109 1.07990170415646
SNORD115-38 0.1109 1.07990170415646
SNORD115-39 0.1109 1.07990170415646
SNORD115-40 0.1109 1.07990170415646
SNORD115-41 0.1109 1.07990170415646
SNORD115-42 0.1109 1.07990170415646
SNORD115-43 0.1109 1.07990170415646
SNORD115-44 0.1109 1.07990170415646
MIR675 -0.2461 0.843172663949067
SNORD116-28 0.1109 1.07990170415646
